,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Year_of_ten
4897,RollerCoaster Tycoon,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,62.0,8.0,8.3,12.0,Atari,E,2000.0
4898,NightCaster,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,61.0,27.0,5.7,7.0,Jaleco Entertainment,T,2000.0
4899,FIFA World Cup Germany 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13,76.0,17.0,6.2,5.0,EA Canada,E,2000.0
4900,Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,83.0,17.0,5.5,8.0,Io Interactive,M,2000.0
4901,Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,77.0,51.0,8.5,22.0,SCE Japan Studio,E10+,2000.0
4902,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13,48.0,26.0,3.7,6.0,Light Weight,T,2000.0
4903,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,20.0,7.6,225.0,Square Enix,T,2010.0
4904,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,72.0,56.0,7.8,35.0,High Impact Games,E10+,2000.0
4905,Whiplash,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13,66.0,32.0,8.7,15.0,Crystal Dynamics,T,2000.0
4906,Watch Dogs,WiiU,2014.0,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,15.0,6.4,162.0,Ubisoft Romania,M,2010.0
4907,BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77.0,8.0,6.8,10.0,Arc System Works,T,2010.0
4908,Summon Night: Twin Age,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,73.0,21.0,7.2,11.0,Flight-Plan,E10+,2000.0
4909,Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13,68.0,13.0,6.9,8.0,Torus Games,E10+,2000.0
4910,Game Party: Champions,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,24.0,8.0,3.5,21.0,"Phosphor Games Studio, LLC",E,2010.0
4911,Otogi: Myth of Demons,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,0.13,80.0,40.0,8.5,28.0,From Software,T,2000.0
4912,Alter Echo,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,62.0,26.0,7,9.0,Outrage Games,T,2000.0
4913,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,E10+,2010.0
4914,Puzzle de Harvest Moon,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13,41.0,5.0,6.3,4.0,Platinum Egg,E,2000.0
4915,Shin Megami Tensei: Digital Devil Saga,PS2,2004.0,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,78.0,42.0,8.2,48.0,Atlus Co.,M,2000.0
4916,Deception IV: Blood Ties,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,M,2010.0
4917,Rango: The Video Game,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8,9.0,Behaviour Interactive,E10+,2010.0
4918,One Piece: Unlimited World Red,PSV,2014.0,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,Ganbarion,T,2010.0
4919,Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13,39.0,6.0,1.8,10.0,FUN Labs,T,2000.0
4920,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13,48.0,20.0,5.6,8.0,Konami,T,2000.0
4921,Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13,61.0,12.0,7.4,16.0,Ubisoft Shanghai,M,2000.0
4922,Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13,51.0,38.0,6.5,21.0,Vicious Cycle,T,2000.0
4923,Backyard Baseball,GC,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13,70.0,4.0,9.4,5.0,Humongous Entertainment,E,2000.0
4924,Star Wars: Lethal Alliance,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7,7.0,Ubisoft Montreal,T,2000.0
4925,Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57.0,22.0,5,6.0,Premium Agency,T,2010.0
4926,Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13,84.0,25.0,7.7,11.0,TOSE,E,2000.0
4927,Steel Battalion: Heavy Armor,X360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,M,2010.0
4928,Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,59.0,17.0,7.2,23.0,Double Helix Games,T,2010.0
4929,Legends of Wrestling,GC,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,50.0,18.0,6.8,4.0,Acclaim,T,2000.0
4930,All-Star Baseball 2004,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,74.0,20.0,8.4,7.0,Acclaim,E,2000.0
4931,Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,0.13,73.0,11.0,8.3,17.0,Sting,E10+,2000.0
4932,Onechanbara: Bikini Samurai Squad,X360,2006.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,39.0,39.0,6.4,55.0,Tamsoft,M,2000.0
4933,Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13,53.0,18.0,6.7,6.0,3DO,E,2000.0
4934,Warriors Orochi 2,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13,52.0,9.0,8.5,13.0,Omega Force,T,2000.0
4935,Hyperdevotion Noire: Goddess Black Heart,PSV,2014.0,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68.0,24.0,7.1,36.0,Sting,T,2010.0
4936,Spartan: Total Warrior,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.0,0.13,73.0,36.0,8.8,12.0,Creative Assembly,M,2000.0
4937,City Crisis,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13,63.0,20.0,6.2,5.0,Syscom,E,2000.0
4938,Advent Rising,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13,68.0,50.0,7.5,68.0,GlyphX Games,T,2000.0
4939,NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7,43.0,Visual Concepts,E,2010.0
4940,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13,60.0,7.0,8.3,48.0,Hot Lava Games,E,2000.0
4941,X-Men: Next Dimension,GC,2002.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13,63.0,17.0,8.2,11.0,Exakt,T,2000.0
4942,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13,61.0,40.0,8.2,19.0,Omega Force,T,2000.0
4943,Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.13,75.0,13.0,6.6,12.0,Criterion Games,E,2000.0
4944,Baroque,PS2,2007.0,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60.0,6.0,8.8,44.0,Sting,T,2000.0
4945,Jurassic: The Hunted,X360,2009.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,T,2000.0
4946,Hour of Victory,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13,37.0,33.0,3,40.0,Nfusion,T,2000.0
4947,Indianapolis 500 Legends,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13,47.0,10.0,6.7,7.0,Torus Games,E,2000.0
4948,Crash Tag Team Racing,XB,2005.0,Racing,Vivendi Games,0.09,0.03,0.0,0.0,0.13,69.0,17.0,7.8,11.0,Radical Entertainment,E10+,2000.0
4949,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83.0,15.0,7.8,12.0,Io Interactive,T,2000.0
4950,Mega Man X Collection,GC,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,75.0,23.0,9.2,12.0,Capcom,E,2000.0
4951,Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13,70.0,21.0,8.1,15.0,Curly Monsters,T,2000.0
4952,Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74.0,41.0,9.1,12.0,Namco,E,2000.0
4953,Brothers in Arms: Double Time,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,45.0,13.0,6.6,17.0,Gearbox Software,M,2000.0
4954,Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,79.0,41.0,7.2,15.0,Planet Moon Studios,T,2000.0
4955,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,83.0,48.0,7.1,418.0,Slightly Mad Studios,E,2010.0
4956,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,36.0,8.0,4.8,4.0,Ubisoft,E10+,2000.0
4957,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.02,0.12,84.0,33.0,7.7,838.0,Avalanche Studios,M,2010.0
4958,Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12,71.0,32.0,7.4,16.0,Zoe Mode,E10+,2010.0
4959,NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50.0,32.0,4.7,47.0,Rebellion,M,2010.0
4960,Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,67.0,21.0,7.3,12.0,Capcom,E,2000.0
4961,Need for Speed: ProStreet,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.12,74.0,8.0,7.4,10.0,Exient Entertainment,E,2000.0
4962,DiRT Rally,XOne,2016.0,Racing,Codemasters,0.04,0.08,0.0,0.01,0.12,86.0,17.0,8,60.0,Codemasters,E,2010.0
4963,NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,24.0,6.6,5.0,Kush Games,E10+,2000.0
4964,Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,70.0,31.0,7.8,22.0,Team 17,T,2000.0
4965,Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,59.0,9.0,8,14.0,Acquire,M,2010.0
4966,Sleeping Dogs,PC,2012.0,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,23.0,8.2,1209.0,United Front Games,M,2010.0
4967,Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,0.11,0.0,0.0,0.01,0.12,61.0,8.0,4.8,6.0,System 3,E,2000.0
4968,Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,63.0,5.0,8.2,6.0,Psikyo,E,1990.0
4969,Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,59.0,8.0,5.2,6.0,Digital Illusions,T,2000.0
4970,Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.12,53.0,53.0,7,27.0,Vicious Cycle,T,2000.0
4971,Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,79.0,15.0,7.8,16.0,Arc System Works,T,2000.0
4972,Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.11,0.0,0.0,0.01,0.12,53.0,19.0,8.1,14.0,Hydravision,M,2000.0
4973,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,49.0,14.0,5,4.0,Ubisoft,E,2000.0
4974,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,62.0,11.0,7.7,44.0,Spike,M,2010.0
4975,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,78.0,11.0,7,6.0,Infinite Interactive,E10+,2000.0
4976,Chessmaster: The Art of Learning,PSP,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,64.0,4.0,8.4,18.0,Ubisoft,E,2000.0
4977,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,77.0,41.0,7.3,12.0,Nippon Ichi Software,T,2000.0
4978,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12,70.0,17.0,7.2,5.0,Activision,E,2000.0
4979,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,21.0,7.7,6.0,SCEA,E,2000.0
4980,Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79.0,6.0,8.3,6.0,Metro,E,1990.0
4981,Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Activision,0.09,0.02,0.0,0.01,0.12,68.0,28.0,7.5,6.0,Activision,E10+,2000.0
4982,Star Trek: Conquest,Wii,2007.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,49.0,18.0,4.9,11.0,4J Studios,E,2000.0
4983,Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,59.0,8.0,7,6.0,Deep Fried Entertainment,E,2000.0
4984,Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,66.0,9.0,6.3,12.0,Exient Entertainment,E,2000.0
4985,Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,74.0,20.0,5.8,11.0,Outrage Games,M,2000.0
4986,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,73.0,38.0,8.4,22.0,Beep Industries,T,2000.0
4987,Everybody Dance,PS3,2011.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,66.0,5.0,6.8,8.0,SCEE,T,2010.0
4988,Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,37.0,12.0,4.5,14.0,Zombie Studios,T,2010.0
4989,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,Ubisoft,0.1,0.01,0.0,0.01,0.12,46.0,21.0,6.8,8.0,Next Level Games,T,2010.0
4990,Chase: Hollywood Stunt Driver,XB,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,60.0,14.0,7.4,5.0,I-Imagine,T,2000.0
4991,Thor: God of Thunder,DS,2011.0,Action,Sega,0.08,0.03,0.0,0.01,0.12,64.0,18.0,7.2,9.0,WayForward,E10+,2010.0
4992,The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,67.0,31.0,8.4,8.0,Black Ops Entertainment,M,2000.0
4993,Touch My Katamari ,PSV,2011.0,Puzzle,Namco Bandai Games,0.07,0.03,0.0,0.02,0.12,69.0,41.0,7.4,51.0,Bandai Namco Games,E10+,2010.0
4994,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,86.0,27.0,7.9,32.0,Q-Games,E,2010.0
4995,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,53.0,13.0,7.7,6.0,Monkey Bar Games,E,2000.0
4996,Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,Grasshopper Manufacture,M,2010.0
4997,Don Bradman Cricket 14,PS4,2015.0,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,76.0,4.0,7.4,19.0,Big Ant Studios,E,2010.0
4998,Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,33.0,7.0,4.3,6.0,THQ Australia,E10+,2010.0
4999,Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,43.0,16.0,2,5.0,High Voltage Software,E10+,2000.0
5000,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,68.0,16.0,8.8,4.0,Stormregion,T,2000.0
5001,NCIS,PS3,2011.0,Adventure,Ubisoft,0.07,0.04,0.0,0.02,0.12,50.0,4.0,4,4.0,Ubisoft,T,2010.0
5002,Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.0,0.06,0.01,0.12,63.0,27.0,8,13.0,Now Production,M,2000.0
5003,Ninja Reflex,Wii,2008.0,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12,49.0,26.0,6,11.0,Sanzaru Games,E10+,2000.0
5004,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,65.0,24.0,8.4,7.0,Pseudo Interactive,T,2000.0
5005,Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.07,0.03,0.0,0.02,0.12,47.0,17.0,6.5,4.0,Kung Fu Factory,M,2010.0
5006,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,"Game Arts, Japan Art Media (JAM)",E10+,2000.0
5007,Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,71.0,62.0,8.2,17.0,Namco,M,2000.0
5008,Venetica,PS3,2010.0,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,47.0,14.0,6.5,6.0,Deck 13,T,2010.0
5009,Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,72.0,12.0,8.8,25.0,Infogrames,E,2000.0
5010,Geometry Wars: Galaxies,Wii,2007.0,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.12,80.0,55.0,8.2,26.0,Kuju Entertainment,E,2000.0
5011,Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,High Voltage Software,T,2010.0
5012,Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,45.0,7.9,915.0,"Crystal Dynamics, Nixxes Software",M,2010.0
5013,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,21.0,6.6,8.0,GenePool,T,2000.0
5014,Hatsune Miku: Project Diva X,PSV,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.12,83.0,5.0,8,22.0,Sega,T,2010.0
5015,Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,28.0,18.0,4.9,8.0,Santa Cruz Games,E,2000.0
5016,Dishonored 2,PC,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,Arkane Studios,M,2010.0
5017,NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,44.0,9.0,7.3,9.0,FUN Labs,E10+,2000.0
5018,Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,70.0,11.0,6.7,15.0,Gust,E10+,2000.0
5019,WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.0,0.0,0.01,0.12,61.0,12.0,6.6,13.0,Amaze Entertainment,T,2000.0
5020,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,70.0,17.0,7.3,11.0,2K Sports,E,2000.0
5021,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T,2010.0
5022,Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89.0,18.0,8.6,236.0,Sonic Team,E,2000.0
5023,Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Robomodo,T,2010.0
5024,Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,19.0,5.8,8.0,Acclaim Studios Manchester,M,2000.0
5025,Rodea the Sky Soldier,WiiU,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,"Prope, Kadokawa",E10+,2010.0
5026,Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,83.0,18.0,8.3,16.0,Farsight Studios,E10+,2000.0
5027,Academy of Champions: Soccer,Wii,2009.0,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,20.0,6.8,14.0,Ubisoft Vancouver,E,2000.0
5028,Overlord: Raising Hell,PS3,2008.0,Action,Codemasters,0.07,0.03,0.0,0.02,0.12,72.0,35.0,7.7,27.0,4J Studios,T,2000.0
5029,Power Gig: Rise of the SixString,X360,2010.0,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,36.0,20.0,2.1,17.0,Seven45 Studios,T,2010.0
5030,NFL Head Coach,XB,2006.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,69.0,26.0,7.1,9.0,EA Tiburon,E,2000.0
5031,Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,Capcom,T,2000.0
5032,Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,18.0,7.6,5.0,Toys for Bob,E,2000.0
5033,NBA 2K2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,90.0,13.0,8,4.0,Visual Concepts,E,2000.0
5034,Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,88.0,54.0,9,71.0,Double Fine Productions,T,2000.0
5035,Jeremy McGrath Supercross World,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,36.0,14.0,5.6,5.0,Acclaim,E,2000.0
5036,Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,4.0,8.1,9.0,WideScreen Games,T,2000.0
5037,The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,74.0,42.0,7.9,13.0,Access Games,T,2000.0
5038,nail'd,PS3,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,66.0,36.0,6.2,13.0,Techland,E10+,2010.0
5039,Lost Magic,DS,2006.0,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,68.0,44.0,8.2,32.0,Taito Corporation,E,2000.0
5040,Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,10.0,5,25.0,Ubisoft Quebec,T,2010.0
5041,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,29.0,8.4,559.0,Spicy Horse,M,2010.0
5042,Raiden IV,X360,2008.0,Shooter,Moss,0.1,0.0,0.01,0.01,0.12,63.0,4.0,7.8,10.0,Moss,E10+,2000.0
5043,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,5.0,7.8,148.0,Ubisoft Toronto,M,2010.0
5044,Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.01,0.0,0.01,0.12,64.0,34.0,7.4,42.0,Sonic Team,T,2000.0
5045,Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,84.0,17.0,8.2,21.0,Q Entertainment,E,2000.0
5046,Spider-Man: Edge of Time,3DS,2011.0,Action,Activision,0.08,0.03,0.0,0.01,0.12,50.0,7.0,6.4,12.0,Beenox,T,2010.0
5047,Cruis'n,Wii,2007.0,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,25.0,7.0,3.7,18.0,Midway Studios - San Diego,E,2000.0
5048,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,26.0,7.3,24.0,Omega Force,T,2010.0
5049,Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12,74.0,26.0,7,13.0,Konami,M,2000.0
5050,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,Spark Unlimited,T,2010.0
5051,Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,64.0,16.0,7.7,14.0,Ubisoft Montreal,E10+,2000.0
5052,Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12,72.0,8.0,7,5.0,RFX Interactive,T,2000.0
5053,Marvel Trading Card Game,DS,2007.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,17.0,4.9,7.0,1st Playable Productions,T,2000.0
5054,Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,39.0,7.7,20.0,Wow Entertainment,M,2000.0
5055,CSI: Crime Scene Investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,45.0,14.0,7.3,4.0,369 Interactive,M,2000.0
5056,LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.0,7.3,31.0,TT Games,E10+,2010.0
